,,,,,,QUALITY,,,,,RESPONSE VARIABLEN,,Klimaangaben [mm],,,,,,Höhenangaben [m],,,,,Hangneigungsklassen [%],,,,,,,,,,,,,,Abflussakkumulation [no. raster cells],,,,,,,Speichervermoegen [%],,,,,,,Durchlaessigkeit [%],,,,,,Vernaessung [%],,,,,Gruendigkeit [%],,,,,,Bodennutzung [%],,,,,,,,,,,Bodenbedeckung [%],,,,,,,,,Geologie / tektonische Einheiten [%],,,,,,,,,,,,,,,,,,,,,,Geologie / Lithologie [%],,,,,,,,,,,,,,,,,Geologie / Chronostratigraphie [%],,,,,,,,,,,,Maechtigkeit Lockermaterial,,,,Geology CH 1:25000,,,,,,Quaternary Deposits  CH 1:25000,,,,,,,,
73,2414,Rietholzbach,"Mosnang, Rietholz",BAFU,"3,2",2,1,,,"0,3906",,8194,"1512,09","836,86","708,49","703,30","452,97","263,08",669,951,796,"2,9291",282,"15,65",0,0,1,0,"29,5598","43,7081","19,7343","5,4967","1,2718","0,1957","0,0306","0,0030","0,0000","1,0548",111854,382,151,1507,5855,,"0,0000","0,0000","0,0000","30,4788","69,5212","0,0000","78,2535","0,0000","100,0000","0,0000","0,0000","0,0000","40,0000","0,0000","30,4788","69,5212","0,0000","67,3803","0,0000","0,0000","100,0000","0,0000","0,0000","60,0000","0,0000","0,0000","0,0000","76,9639","0,0000","23,0361","0,0000","0,0000","0,0000","0,0000","0,0000",0,0,0,0,0,0,1766,19629,0,0,0,0,0,0,0,0,0,0,0,79229,0,0,0,0,0,0,0,0,0,0,0,"0,0000","0,0000","22,9638","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","22,9738","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","86,58","2,82","2,12","3,33","3,95","1,21","0,00","0,0","100,0","0,0","0,0","0,0","0,0","20,8","0,0","0,0","0,1","20,0","0,0","0,7","0,0","0,0"
74,2415,Glatt,Rheinsfelden,BAFU,"411,0",2,1,,,"0,7859","0,6816",21846,"1172,36","657,07","540,63","788,43","507,14","294,87",338,1080,502,"1,0854",742,"5,59",0,0,0,1,"83,7184","11,4920","3,3587","1,1277","0,2622","0,0352","0,0050","0,0006","0,0000","1,0127",37445,7658,3076,30825,6885,,"0,0000","0,0000","0,2927","28,8991","42,2097","6,6720","61,2592","0,0000","10,6716","52,6733","6,9031","7,8254","49,2206","37,3802","6,8348","23,8528","10,0057","40,6577","0,0000","0,2927","25,7911","51,7321","0,2575","57,2350","5,9574","22,2056","0,5289","45,3891","1,2621","20,6375","0,0000","0,0000","1,3118","0,0000","2,7076",2,180,3,221,0,2897,1979,21980,1,0,0,762,1191,0,0,0,0,0,0,21749,0,0,0,0,0,0,0,0,0,0,0,"0,0650","0,0649","71,8274","2,4450","0,1735","0,0000","0,0000","0,0000","0,0000","0,0000","0,0003","0,0000","0,0000","0,0000","7,1334","0,0000","0,0000","77,4773","0,0000","10,5135","0,2202","0,0000","0,0000","0,0000","0,0000","0,0000","23,41","1,90","2,02","5,52","7,98","20,42","38,74","0,0","77,2","11,0","11,8","0,0","0,0","76,7","0,8","0,3","17,8","48,7","5,8","2,8","0,5","0,0"
75,2416,Aabach,"Hitzkirch, Richensee",BAFU,"74,6",2,1,,,"0,6374","0,5704",42611,"1194,72","680,67","534,91","761,40","489,49","285,76",462,861,582,"1,1103",398,"5,95",0,1,0,0,"83,9839","12,1752","2,5938","0,9190","0,2827","0,0393","0,0055","0,0005","0,0000","1,0124",67674,1747,702,7031,7094,"0,9077","0,0000","0,0000","0,0000","18,8477","58,0355","14,3633","75,2914","0,0000","19,1493","70,8251","0,0000","1,2721","51,4269","12,2513","14,3633","45,4826","19,1493","63,5057","0,0000","0,0000","24,5208","66,7258","0,0000","68,0931","0,6437","6,5790","0,0000","73,6438","0,0000","12,1337","0,0000","0,0000","0,0000","0,0000","6,9998",0,9,3,88,0,7067,177,13843,0,0,0,0,0,0,0,0,0,0,0,12140,0,0,0,0,0,0,0,0,0,0,0,"0,0116","0,0000","18,5753","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,3002","0,0000","0,0000","88,5741","0,0000","0,2653","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","16,86","4,03","3,88","7,96","10,46","28,43","28,36","0,0","97,7","2,3","0,0","0,0","0,0","88,0","0,0","0,7","3,7","71,1","0,7","4,8","0,0","7,0"
76,2417,Suhre,Oberkirch,BAFU,"74,3",2,2,,,"0,5956","0,4708",,"1184,79","680,81","524,29","770,51","495,71","288,95",502,845,586,"1,0308",342,"5,44",0,0,1,0,"84,1745","11,9959","2,4224","1,0163","0,3262","0,0578","0,0065","0,0004","0,0000","1,0123",84811,1673,744,7459,6846,"1,1411","0,0000","0,0000","0,0000","18,9512","46,5335","15,1119","66,5240","0,0000","18,1219","62,4408","0,0000","0,0339","44,7472","20,0088","15,1119","27,3540","18,1219","51,1956","0,0000","0,0000","20,9041","59,6925","0,0000","60,2965","0,0000","7,1662","0,0000","61,9910","2,0629","9,5045","0,0000","0,0000","0,0000","0,0000","19,2754",0,0,26,0,0,19508,273,11480,0,0,0,0,0,0,0,0,0,0,0,21574,0,0,0,0,0,0,0,0,0,0,0,"0,0013","0,0000","10,8767","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","79,4845","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","28,14","4,85","4,53","8,01","7,21","18,44","28,82","0,0","86,9","13,1","0,0","0,0","0,0","78,4","0,2","1,3","2,9","52,2","0,3","2,0","0,3","19,3"
77,2419,Rhone,Reckingen,BAFU,"214,8",1,3,,residual water,"0,7278","0,6852",13502,"1899,24","998,15","928,35","472,07","322,76","156,02",1311,3629,2300,"6,0925",2318,"28,17",0,0,1,0,"12,3597","16,5522","25,1771","26,7274","12,6825","4,4549","1,6224","0,4087","0,0151","1,2083",202873,3338,655,6638,5675,"0,9445","17,0286","24,7483","10,1584","4,8925","0,0000","0,0000","19,4283","0,0000","0,0000","0,2165","12,5718","44,0393","54,2267","49,6189","3,3258","3,8830","0,0000","16,9798","40,0133","9,6069","6,7911","0,4165","0,0000","16,2532","0,4189","0,5768","8,1911","37,0650","0,9822","12,1801","24,4068","15,8951","0,0000","0,0000","0,2839",14904,84,3147,19389,12674,669,94,6145,2433,78,23576,0,0,16266,0,0,0,0,0,0,494,0,27,0,0,0,0,0,0,0,0,"0,5534","5,8865","43,5445","0,4167","0,1187","20,3341","10,4257","0,1027","0,0000","1,0506","3,1218","4,5561","0,0000","0,0000","0,0022","0,0747","6,0758","60,5810","0,0363","0,0000","0,0000","0,0000","0,0013","0,0000","0,0000","0,1368","62,18","4,78","4,64","10,92","11,47","5,95","0,05","0,0","0,0","0,0","0,0","99,8","0,0","60,1","0,1","0,0","3,1","45,7","0,0","10,0","0,7","0,6"
78,2420,Moesa,"Lumino, Sassello",BAFU,"468,7",1,3,,hydropeaking,"0,7486","0,7107",13099,"1613,33","1018,43","622,14","602,86","399,33","213,03",239,3202,1662,"8,0693",2963,"34,28",0,1,0,0,"6,5920","10,5825","19,8563","30,5288","18,3496","8,2164","4,1770","1,5507","0,1467","1,3364",66115,6014,693,7126,5165,"0,1410","41,6394","22,1463","7,7141","4,8737","0,0000","0,0000","21,4282","0,1108","2,5262","1,3154","5,9912","66,4300","73,0448","70,6483","3,3150","2,2994","0,1108","21,1550","59,6300","12,6274","4,1162","0,0000","0,0000","19,4467","0,0000","1,1286","10,3649","23,0413","2,2099","48,7158","14,2913","0,1820","0,0000","0,0000","0,0661",17133,244,6580,10840,79,204,129,35882,2254,0,0,0,0,0,0,0,0,0,0,0,54592,4763,2,0,62,0,0,0,0,0,0,"0,6762","0,3405","32,2536","0,1295","0,4301","42,9891","15,5174","0,0000","0,0000","0,0000","1,1735","5,8834","0,0249","0,0078","0,0000","0,0272","0,0000","33,4555","0,0000","0,0000","0,0556","0,0000","0,0000","0,0000","0,0000","0,0000",,,,,,,,"0,0","0,0","0,0","0,0","94,2","5,7","33,0","0,0","0,0","3,0","19,9","0,0","9,8","0,0","0,2"
79,2426,Seez,Mels,BAFU,"105,0",1,3,,residual water,"0,5435","0,4838",15090,"1621,52","946,78","695,40","547,39","362,82","193,92",493,2936,1806,"7,2019",2443,"31,89",1,0,0,0,"5,4333","14,3373","24,0245","31,6231","15,7092","5,4236","2,3939","0,9120","0,1431","1,2714",167390,3001,1164,11675,5263,"1,5940","11,7902","24,2878","36,4004","9,2854","0,0000","0,0000","34,4514","2,8486","23,5209","19,3163","36,0780","0,0000","50,4302","54,2007","19,4712","0,0000","8,0919","31,3777","36,0780","44,4923","1,1935","0,0000","0,0000","25,7286","0,0000","0,1363","10,5745","52,3602","4,3320","21,8187","10,7784","0,0000","0,0000","0,0000","0,0000",11654,116,4613,11397,83,161,912,19218,717,27709,36608,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,4901","0,0270","33,6010","0,1635","2,7457","0,4761","0,0000","0,0000","25,2108","0,0000","0,3045","13,6300","0,0000","0,0000","0,1757","0,0000","0,0000","35,4344","0,0000","21,4183","0,6899","0,0000","2,7602","0,0000","0,0000","12,9971","78,09","2,64","2,97","6,60","5,30","4,10","0,30","0,0","0,0","0,0","0,0","0,0","100,0","35,5","0,0","0,0","0,8","14,9","0,3","19,4","0,0","0,0"
80,2430,Rein da Sumvitg,"Sumvitg, Encardens",BAFU,"21,7",1,1,,,"0,8321","0,7509",15350,"1660,64","1011,64","661,96","425,98","296,27","135,31",1481,3168,2446,"6,5995",1687,"29,83",0,0,1,0,"10,2643","16,0259","24,9498","25,1289","13,9013","6,5921","2,5089","0,6050","0,0238","1,2429",150055,1332,523,5235,5292,,"21,8223","13,6441","8,5199","7,4581","0,0000","0,0000","17,4171","0,0000","6,5885","8,5199","13,1052","23,2309","41,4624","44,8560","0,0000","0,0000","6,5885","17,8025","35,4665","15,1083","0,8696","0,0000","0,0000","13,6584","0,0000","0,0000","24,8357","26,6183","0,0000","0,3439","45,5357","2,6663","0,0000","0,0000","0,0000",30068,0,514,35085,2120,962,127,72,55,0,53513,0,0,0,0,0,0,0,0,0,4294,0,0,0,0,0,0,0,0,0,0,"4,4508","2,8819","37,5841","0,0000","1,3360","37,0509","1,9407","0,4715","0,0000","0,1451","1,5323","10,6293","0,0000","0,0000","0,0000","0,0000","0,0000","44,7288","0,0000","0,0000","0,0000","0,0000","0,4363","0,0000","0,0000","0,0000",,,,,,,,"0,0","0,0","0,0","0,0","66,1","33,9","41,5","0,0","0,0","2,2","15,7","0,5","21,2","1,1","0,9"
81,2432,Venoge,"Ecublens, Les Bois",BAFU,"238,7",2,2,,,"0,2206","0,1911",13507,"1244,62","629,79","639,83","731,99","477,37","267,87",382,1679,705,"1,4167",1297,"7,46",0,1,0,0,"76,2233","15,0139","6,4991","1,8651","0,3020","0,0653","0,0229","0,0071","0,0013","1,0199",58817,6220,2465,24687,6987,"0,2464","0,0000","0,8620","23,8635","11,2742","62,6523","0,0000","71,9454","0,0000","4,3672","11,8468","65,8860","16,5520","78,1157","86,8816","0,0000","8,1258","3,6445","31,4593","0,8620","30,4443","16,2140","51,1316","0,0000","62,9838","0,6524","4,8339","0,3979","60,0866","1,5198","32,5094","0,0000","0,0000","0,0000","0,0000","0,0000",35,182,94,176,0,47,154,31501,1310,0,0,1375,0,0,8,0,0,0,8883,0,58,0,0,0,0,0,0,0,0,0,0,"0,6973","0,0000","7,1595","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","83,6098","0,0000","3,5604","0,0000","4,9325","0,0000","0,0000","0,0000","0,0000","25,43","5,77","5,37","10,91","12,92","22,52","17,09","29,9","0,0","0,0","70,1","0,0","0,0","82,8","0,2","0,2","3,3","74,3","2,2","1,7","0,9","0,0"
82,2433,Aubonne,"Allaman, Le Coulet",BAFU,"94,8",2,3,,hydropeaking,"0,4858","0,3670",7308,"1406,26","701,29","735,76","711,95","465,90","259,10",389,1609,881,"1,8985",1220,"9,94",0,0,1,0,"61,8424","23,9206","10,7228","3,0136","0,4276","0,0598","0,0113","0,0019","0,0000","1,0294",49654,3200,1270,12653,6612,"0,5239","0,0000","0,0000","27,7459","40,4539","29,2134","0,0000","65,1867","0,0000","3,1077","11,0403","61,6003","21,6648","78,8123","93,3778","0,0000","2,3164","1,7190","26,8007","0,0000","47,4448","13,2465","27,8298","8,8919","58,0816","3,2915","4,3960","0,2848","39,8869","2,4891","49,6517","0,0000","0,0000","0,0000","0,0000","0,0000",22,209,203,88,0,46,131,46448,1464,0,0,59,0,0,0,0,0,0,22921,0,0,0,0,0,0,0,0,0,0,0,0,"23,1197","0,0224","2,3358","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","73,4588","0,0000","0,0588","0,0797","3,5929","0,0000","0,0000","0,0000","0,0000","31,09","2,24","2,41","4,21","3,64","9,43","46,97","42,9","0,0","0,0","57,1","0,0","0,0","73,4","0,0","0,0","1,4","62,5","0,7","6,6","2,2","0,0"
83,2434,Dünnern,"Olten, Hammermühle",BAFU,"207,9",3,2,,,"0,2756","0,2311",12881,"1257,41","659,66","636,38","757,19","491,12","279,65",399,1395,734,"3,4065",996,"17,21",0,0,1,0,"33,5438","28,0252","22,0256","12,6640","2,6775","0,6512","0,2764","0,1194","0,0169","1,0841",87402,5271,2139,21393,6204,"0,4205","0,0000","5,0565","41,1828","38,8448","12,6677","0,0000","58,7298","7,3692","9,5236","9,3011","65,0140","6,5438","69,4189","80,9468","3,3136","12,9891","0,5022","32,1375","5,0565","51,7415","34,6702","6,2835","0,0000","47,5368","1,7860","8,9744","0,0000","39,4031","0,0581","49,7784","0,0000","0,0000","0,0000","0,0000","0,0000",389,84,83,168,0,10,4,46199,242,0,0,9015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,5369","0,0031","38,7902","0,1328","5,2710","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","44,0340","7,1255","10,7539","39,1131","0,0000","0,5084","0,0000","0,0000","0,0000",,,,,,,,"88,0","0,0","0,0","12,0","0,0","0,0","50,4","0,1","0,2","8,6","8,8","0,0","30,0","2,7","0,0"
84,2436,Chli Schliere,"Alpnach, Chilch Erli",BAFU,"21,5",3,2,,,"0,2602","0,1896",5727,"1924,89","1023,71","933,22","621,47","403,23","229,31",452,2127,1346,"5,9414",1675,"27,96",0,0,1,0,"9,5695","20,6583","24,6238","28,3017","11,7015","3,3919","1,1949","0,4714","0,0869","1,2024",128303,1658,624,6232,5258,,"10,7421","36,4269","13,6586","32,3556","0,3118","0,0768","42,6690","32,2341","9,9610","1,7384","47,4808","2,1573","51,6163","51,3766","9,9610","0,0000","32,2341","50,0588","47,1689","43,7353","2,2788","0,3886","0,0000","28,6061","0,0000","0,3415","4,3134","30,0964","0,0000","62,6677","2,5810","0,0000","0,0000","0,0000","0,0000",4324,154,556,2600,0,3,8090,50584,3853,43540,1978,0,0,0,0,0,5892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"17,9575","0,0000","40,2318","3,0360","13,1343","0,0000","0,0000","0,0000","3,5279","0,0000","0,0000","2,3144","0,0000","0,0000","0,0000","0,2876","0,0000","48,6058","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","66,94","2,89","3,31","8,36","7,98","7,74","2,78","0,0","0,0","0,0","0,0","0,0","100,0","48,6","0,0","0,0","0,1","15,6","7,3","24,8","0,9","0,0"
85,2437,Parimbot,"Ecublens, Eschiens",BAFU,"6,9",2,1,,,"0,1730",,9323,"1238,98","665,43","601,37","775,96","504,64","284,21",581,813,720,"1,2192",232,"6,55",0,1,0,0,"83,5404","10,8629","3,3566","1,7174","0,4483","0,0628","0,0106","0,0009","0,0000","1,0155",250885,847,333,3305,6919,,"0,0000","0,0000","0,0000","20,6984","69,3492","9,9524","81,5423","0,0000","0,0000","35,6955","64,3045","0,0000","72,8609","85,0029","0,0000","14,9971","0,0000","32,4986","0,0000","0,0000","25,7431","74,2569","0,0000","74,8514","0,0000","5,6843","0,0000","64,1993","0,0000","30,1163","0,0000","0,0000","0,0000","0,0000","0,0000",0,0,32,0,0,39,0,28682,0,0,0,2824,4210,0,6489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0000","0,0000","7,5689","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","80,4151","0,0000","6,6775","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000",,,,,,,,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
86,2450,Wigger,Zofingen,BAFU,"363,3",2,2,,,"0,5566","0,5005",19879,"1197,28","665,07","555,45","766,34","496,15","284,09",425,1405,658,"2,4046",980,"12,49",1,0,0,0,"53,2239","23,0764","14,2068","7,2567","1,9574","0,2444","0,0280","0,0060","0,0006","1,0496",97061,5465,2159,21579,6230,"0,2671","0,0000","0,0000","0,0000","49,3288","48,3996","1,8145","75,0334","0,0000","7,2790","44,3486","41,9223","5,9929","69,0515","35,7851","41,9340","13,8415","7,9822","48,2766","0,0000","0,0000","49,3449","43,1694","7,0286","71,1711","0,3755","5,7056","0,0000","66,7130","0,6421","26,3354","0,0000","0,0000","0,0000","0,0000","0,2284",55,113,0,143,0,303,120,25647,1,0,0,24,21932,0,0,0,0,0,0,15876,0,0,0,0,0,0,0,0,0,0,0,"0,0000","0,0000","33,6994","0,0180","0,4671","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,4671","0,0000","0,0000","0,4973","0,0000","0,0000","52,0448","0,0000","21,7281","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","56,26","3,98","3,89","7,53","6,40","13,94","8,00","0,0","44,6","54,8","0,6","0,0","0,0","51,8","0,2","3,0","15,0","29,2","0,4","3,5","0,3","0,2"
87,2458,Seyon,Valangin,BAFU,"113,6",3,2,,,"0,0604","0,0495",10540,"1351,77","694,36","686,34","689,41","451,16","250,49",628,1552,982,"2,2523",924,"11,66",0,0,1,0,"55,8349","24,8108","12,3585","6,0228","0,7632","0,1545","0,0475","0,0075","0,0003","1,0405",197245,2206,875,8765,7109,"1,7367","0,0000","1,5106","30,0406","65,2059","3,2429","0,0000","61,6968","0,0000","12,5549","33,0300","45,9135","8,5016","70,0723","94,0949","3,2429","2,6622","0,0000","27,1418","1,5106","45,9135","29,5686","23,0073","0,0000","54,8145","0,0000","4,5158","0,0000","57,9940","0,0000","37,4902","0,0000","0,0000","0,0000","0,0000","0,0000",58,25,42,144,0,16,6,34728,2494,0,0,0,0,0,0,0,0,0,44919,0,0,0,0,0,0,0,0,0,2860,0,0,"1,1601","0,0000","1,1460","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","49,6623","0,0000","0,0287","0,0047","3,5103","0,0000","0,0000","0,0000","0,0000","66,56","9,10","4,93","7,46","5,95","6,01","0,01","100,0","0,0","0,0","0,0","0,0","0,0","48,8","0,1","0,4","5,9","39,2","0,4","2,7","0,1","0,0"
88,2461,Magliasina,"Magliaso, Ponte",BAFU,"34,3",3,2,,,"0,5125","0,4349",15536,"1961,91","1194,96","814,66","753,90","483,98","283,34",293,1935,917,"5,8976",1641,"28,44",0,0,1,0,"10,6468","14,4262","24,5483","34,4512","12,3600","2,7900","0,6785","0,0967","0,0024","1,1882",13049,1980,774,7752,5105,"0,3803","3,4372","73,0028","7,4243","16,1357","0,0000","0,0000","39,3764","0,0000","0,0000","0,0000","16,1357","83,8643","96,7729","100,0000","0,0000","0,0000","0,0000","25,0000","76,4400","0,0000","23,4653","0,0947","0,0000","29,4429","0,0000","4,2466","0,0000","17,8551","0,0000","77,8983","0,0000","0,0000","0,0000","0,0000","0,0000",979,42,2939,83,0,1,0,66574,1135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25900,0,0,0,0,0,"0,0054","0,1489","65,0595","0,0000","0,0000","20,7629","0,1562","0,0000","0,0000","0,0000","0,2414","12,1091","0,0000","0,1902","0,0000","0,0000","0,0000","66,7532","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","61,34","4,72","5,20","13,00","11,44","4,28","0,02","0,0","0,0","0,0","0,0","0,0","100,0","66,7","0,0","0,0","1,5","47,4","0,0","17,7","0,1","0,1"
89,2468,Sitter,"St. Gallen, Bruggen / Au",BAFU,"274,9",2,2,,,"0,6045","0,4963",7172,"1690,37","967,94","759,67","631,74","407,91","235,46",575,2502,1067,"4,2963",1927,"20,18",1,0,0,0,"26,4154","30,5442","20,2643","14,1495","5,3662","1,7918","0,9115","0,4612","0,0959","1,1306",127926,4472,1722,17205,5623,"0,4653","8,6321","4,6550","20,5596","7,5905","28,9494","24,6572","67,1121","3,3530","16,6345","60,7681","13,3429","0,9451","55,4047","32,2019","13,3628","41,4305","8,0484","53,8532","11,9468","26,2039","32,1586","24,7344","0,0000","51,9536","0,2515","4,6816","3,5706","59,9569","0,0000","30,3941","1,1453","0,0000","0,0000","0,0000","0,0000",3412,361,342,1754,10,240,1122,26368,277,9967,590,42234,1967,0,0,0,0,0,0,439,0,0,0,143,0,0,0,63,0,0,0,"8,9297","0,4628","33,3118","0,7482","0,5734","0,0000","0,0000","0,0000","0,0920","0,0000","0,0001","0,0082","0,0000","0,0000","6,3780","0,0000","0,0000","45,3964","0,0000","6,8339","0,0000","10,4740","0,0000","0,0000","0,0000","0,0000","67,26","3,37","3,68","8,39","7,30","8,63","1,36","0,0","1,7","3,3","73,8","0,0","21,1","44,6","0,2","0,0","2,4","30,8","2,1","7,7","1,2","0,3"
90,2469,Kander,Hondrich,BAFU,"519,1",1,1,,,"0,9025","0,8155",20090,"1527,67","841,47","701,40","550,53","364,41","195,04",646,3694,1887,"7,0988",3048,"30,37",0,0,0,1,"10,7049","15,0745","23,0018","27,5009","13,8719","5,4346","2,7155","1,4568","0,2391","1,2828",297102,5728,2166,21776,5458,"0,5723","16,1244","19,6766","16,0296","9,4900","0,1883","0,0000","23,7447","1,4360","6,1718","14,8175","35,5177","3,5661","43,6266","47,1646","10,2648","0,4822","3,5974","20,8826","35,8011","17,0654","8,4038","0,2388","0,0000","19,2197","0,1290","1,6057","6,4537","41,1150","1,0279","19,0284","23,4243","6,8519","0,0000","0,0000","0,3640",18116,217,1342,15810,5951,402,63,15715,404,13048,1123,0,0,19200,0,0,0,0,0,0,7688,0,0,0,0,0,0,0,0,0,0,"14,2017","3,7699","52,9388","0,1115","2,4880","0,0017","1,7626","0,0000","8,2450","0,0000","0,0187","1,5864","0,0000","0,0840","0,0007","0,6282","0,0000","64,3328","6,4883","1,3095","0,1212","0,2921","0,0662","0,0000","0,0000","0,0000","59,79","4,10","4,70","11,54","9,36","6,25","4,26","0,0","0,0","0,0","0,0","35,3","64,7","59,4","0,1","0,9","1,9","26,3","0,1","28,3","1,2","0,6"
91,2471,Murg,"Murgenthal, Walliswil",BAFU,"192,5",2,1,,,"0,8075","0,7477",24472,"1216,01","666,17","575,76","784,19","508,86","289,28",420,1118,651,"1,9854",699,"10,67",1,0,0,0,"55,8017","30,8375","10,3847","2,5174","0,4179","0,0347","0,0055","0,0007","0,0000","1,0300",97054,4156,1664,16667,6335,"0,5041","0,0000","0,0000","0,0000","24,5344","72,1445","0,0000","76,4767","0,0000","1,0511","37,8192","56,8507","0,9579","69,5504","19,8926","59,8750","14,9449","1,9665","48,0858","0,0000","0,0000","39,4368","22,8960","34,3461","76,3250","0,4096","7,1023","0,0000","67,8086","0,0000","24,6795","0,0000","0,0000","0,0000","0,0000","0,0000",3,100,0,65,0,21,1,25901,0,0,0,6390,33116,0,0,0,0,0,0,16218,0,0,0,0,0,0,0,0,0,0,0,"0,0030","0,0040","26,7467","0,1476","0,1406","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,1406","0,0000","0,0000","0,0072","0,0000","0,0000","44,4591","0,0000","4,2038","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","64,09","5,19","5,17","8,45","6,59","7,06","3,45","0,0","16,7","63,6","19,7","0,0","0,0","45,4","0,3","0,0","19,9","21,3","1,3","2,5","0,1","0,0"
92,2474,Calancasca,Buseno,BAFU,"120,7",1,3,,residual water,"0,6532","0,6031",17368,"1689,37","1065,84","652,05","535,08","359,69","183,41",744,3202,1926,"8,2030",2458,"34,96",0,1,0,0,"3,1513","10,7208","23,1510","31,3623","17,5468","7,9668","4,2183","1,7151","0,1676","1,3431",69400,3126,1212,12125,5307,"0,5751","48,6713","15,8978","3,4977","1,5333","0,0000","0,0000","16,1822","0,0000","0,0000","0,0000","4,5145","65,0856","68,6972","66,6189","2,9812","0,0000","0,0000","18,1453","61,5300","6,5368","1,5333","0,0000","0,0000","15,8407","0,0000","0,2403","13,0218","28,5589","0,2320","37,2252","20,0755","0,6465","0,0000","0,0000","0,0000",18760,230,7524,15645,260,83,37,26148,2640,0,0,0,0,0,0,0,0,0,0,0,65923,0,0,0,239,0,0,0,0,0,0,"0,0000","0,4158","33,1175","0,0000","0,7091","46,6958","7,7523","0,0000","0,0000","0,0000","0,4862","10,9649","0,0000","0,0000","0,0000","0,0000","0,0000","33,5349","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000","0,0000",,,,,,,,"0,0","0,0","0,0","0,0","100,0","0,0","33,4","0,0","0,0","0,4","24,3","0,0","8,5","0,0","0,1"
93,2475,Maggia,"Bignasco, Ponte nuovo",BAFU,"315,7",1,3,3,residual water,"0,3355","0,3322",27962,"1926,13","1134,69","838,50","512,78","341,47","179,08",430,3270,1876,"8,4976",2840,"35,26",0,1,0,0,"4,8721","10,5551","20,9418","29,3131","17,9230","9,4000","4,9301","1,8435","0,2213","1,3663",59358,3351,897,9103,5102,"0,1880","43,6029","15,2337","5,2032","1,8718","0,0000","0,0000","16,1945","0,0000","0,0000","0,0000","4,6527","61,2589","64,9811","63,1307","2,7809","0,0000","0,0000","17,1731","55,7378","7,8791","2,2947","0,0000","0,0000","15,6760","0,0000","0,1096","17,2935","23,9240","1,7103","33,3384","21,7385","1,1699","0,0000","0,0000","0,7158",30577,0,3334,17124,1087,1261,17,18365,3564,0,0,0,0,0,0,0,0,0,0,0,2816,13140,4664,0,16618,0,20329,0,0,0,0,"2,1854","3,4803","36,0814","0,0000","0,0448","38,0991","10,0983","0,0000","0,0000","0,1314","1,6416","4,6616","0,0000","0,0000","0,8503","0,0077","0,0000","44,0969","10,3400","0,0000","0,0000","0,0000","0,0182","0,0000","0,0000","0,0000","81,73","2,47","2,51","5,72","4,67","2,41","0,50","0,0","0,0","0,0","0,0","100,0","0,0","43,8","0,1","0,0","0,9","8,3","0,1","33,1","0,4","1,0"
